編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPXPMLLJKHIFFEE18DA,19,7.84,見使用執照,鋼筋混凝土造,83年5月30日,十六層,
RPPQMLRJKHIFFBE77DA,33,72.33,,鋼筋混凝土造,69年3月13日,十二層,二層
RPVOMLRJKHIFFDE38DA,18,114.80,住家用,鋼筋混凝土造,84年5月11日,二十三層,二十一層 電梯樓梯間
RPVOMLRJKHIFFDE38DA,18,34.60,見使用執照,鋼筋混凝土造,84年5月11日,二十三層,
RPVOMLRJKHIFFDE38DA,18,13.53,見使用執照,鋼筋混凝土造,84年5月11日,二十三層,
RPRPMLPJKHIFFEE97DA,22,88.78,住家用,鋼筋混凝土造,80年5月27日,七層,五層
RPRPMLPJKHIFFEE97DA,22,41.50,見使用執照,鋼筋混凝土造,80年5月27日,七層,
RPSOMLSKKHIFFBE08DA,29,280.02,,鋼筋混凝土造,73年4月11日,五層,一層 二層 三層 四層 五層 騎樓
RPSOMLSKKHIFFBE08DA,29,1.62,見使用執照,鋼筋混凝土造,73年4月11日,000,
RPTQMLPJKHIFFEE28DA,7,98.90,住家用,鋼筋混凝土造,95年3月6日,十五層,十三層
RPTQMLPJKHIFFEE28DA,7,66.01,見其它登記事項,鋼筋混凝土造,95年3月6日,十五層,
RPPOMLQJKHIFFEE77DA,20,74.22,住家用,鋼筋混凝土造,82年3月11日,十三層,十層
RPPOMLQJKHIFFEE77DA,20,16.03,見使用執照,鋼筋混凝土造,82年3月11日,十三層,
RPTNMLMJKHIFFAS68DA,18,150.61,住家用,鋼筋混凝土造,84年1月25日,004,
RPTPMLRJKHIFFEE38DA,20,90.40,住家用,鋼筋混凝土造,81年10月27日,十二層,十一層
RPTPMLRJKHIFFEE38DA,20,23.48,見使用執照,鋼筋混凝土造,81年10月27日,十二層,
RPUQMLOJKHIFFBS76DA,17,84.11,住家用,鋼筋混凝土造,84年7月12日,012,八層
RPUQMLOJKHIFFBS76DA,17,18.52,共有部份,鋼筋混凝土造,84年7月12日,012,
RPOQMLQJKHIFFEE87DA,10,61.23,住家用,見其它登記事項,91年9月30日,十四層,三層
RPOQMLQJKHIFFEE87DA,10,50.21,見使用執照,見使用執照,91年9月30日,十四層,
RPPNMLOJLHIFFAS68EA,27,130.03,住家用,鋼筋混凝土造,74年7月20日,005,一層 騎樓
RPQNMLNJKHIFFDS78DA,1,194.88,見其他登記事項,見其他登記事項,101年1月6日,003,三層 地下一層 見其他登記事項 一層 二層
RPPOMLRJKHIFFGS86DA,20,162.09,住商用,鋼筋混凝土造,82年4月23日,004,二層 三層 四層 騎樓 一層
RPUQMLQJKHIFFEE58EA,14,88.50,住家用,鋼筋混凝土造,87年8月26日,十四層,十層
RPSNMLLLKHIFFGS66DA,23,146.40,住家用,加強磚造,79年1月8日,002,二層 屋頂突出物 一層 夾層
RPRNMLPJKHIFFBS98EA,8,91.88,見其他登記事項,見其他登記事項,94年6月30日,014,四層
RPRNMLPJKHIFFBS98EA,8,61.95,見其他登記事項,見其他登記事項,94年6月30日,014,
RPTNMLTKKHIFFDS17DA,9,106.40,住家用,鋼筋混凝土造,93年6月9日,013,一層 夾層
RPTNMLTKKHIFFDS17DA,9,56.68,共有部份,鋼筋混凝土造,93年6月9日,013,
RPRNMLSJKHIFFES86DA,14,10.20,見其他登記事項,鋼筋混凝土造,88年2月24日,007,
RPRNMLSJKHIFFES86DA,14,18.46,見其他登記事項,鋼筋混凝土造,88年2月24日,007,五層
RPWNMLRJKHIFFES27DA,20,224.56,住商用,鋼筋混凝土造,81年8月27日,004,一層 二層 三層 四層 騎樓
RPWNMLRJKHIFFES27DA,20,224.56,住商用,鋼筋混凝土造,81年8月27日,004,一層 二層 三層 四層 騎樓
RPSNMLSJKHIFFES96DA,14,17.41,見其他登記事項,鋼筋混凝土造,88年2月24日,007,二層
RPSNMLSJKHIFFES96DA,14,9.52,見其他登記事項,鋼筋混凝土造,88年2月24日,007,
RPQNMLTKKHIFFES96DA,36,195.76,住家用,加強磚造,66年3月21日,002,一層 二層 騎樓
RPVNMLQJKHIFFBS76DA,13,90.50,國民住宅,鋼筋混凝土造,89年5月20日,012,二層
RPVNMLQJKHIFFBS76DA,13,58.99,共有部份,鋼筋混凝土造,89年5月20日,012,
RPPNMLRJKHIFFAS78DA,,498.59,住家用,鋼筋混凝土造,101年12月3日,003,一層 二層 三層
RPXOMLOJLHIFFDE38DA,22,142.04,,鋼筋混凝土造,80年1月3日,十七層,一層 二層 騎樓
RPXOMLOJLHIFFDE38DA,22,19.09,,鋼筋混凝土造,80年1月3日,十七層,
RPSPMLPJKHIFFDE97DA,16,92.18,住家用,鋼筋混凝土造,86年7月9日,十四層,五層
RPSPMLPJKHIFFDE97DA,16,30.33,見使用執照,鋼筋混凝土造,86年7月9日,十四層,
RPSNMLQLKHIFFBE87DA,38,96.65,,鋼筋混凝土造,63年11月26日,四層,四層
RPQNMLQJKHIFFBE47DA,27,131.42,,鋼筋混凝土造,74年8月21日,五層,三層
RPPOMLSJKHIFFDE87DA,9,58.33,住家用,鋼筋混凝土造,93年1月2日,十四層,七層
RPPOMLSJKHIFFDE87DA,9,21.94,見使用執照,鋼筋混凝土造,93年1月2日,十四層,
RPRPMLPJKHIFFDE87DA,14,111.04,住家用,鋼筋混凝土造,88年6月3日,十四層,十層
RPRPMLPJKHIFFDE87DA,14,63.55,見使用執照,鋼筋混凝土造,88年6月3日,十四層,
RPUNMLPJKHIFFBE77DA,33,40.39,,鋼筋混凝土造,68年8月8日,十二層,四層
RPUNMLPJKHIFFBE77DA,33,4.68,,鋼筋混凝土造,68年8月8日,十二層,
RPTPMLSJKHIFFBE18DA,45,110.27,,加強磚造,56年12月18日,二層,一層 二層 騎樓
RPQNMLNKLHIFFAE27DA,32,290.84,,鋼筋混凝土造,69年10月20日,四層,一層 二層 三層 四層 騎樓 地下層
RPPOMLPLKHIFFGS76CA,,156.01,見其他登記事項,鋼筋混凝土造,101年9月21日,003,一層 二層 三層 屋頂突出物
RPVQMLPJKHIFFAE08DA,33,157.54,,鋼筋混凝土造,68年8月9日,五層,一層 騎樓
RPRNMLQJKHIFFGS76CA,19,92.77,住家用,鋼筋混凝土造,83年2月5日,011,十一層
RPRNMLQJKHIFFGS76CA,19,28.46,共有部份,鋼筋混凝土造,83年2月5日,015,
RPPNMLQJKHIFFFS09CA,1,173.45,住家用,鋼筋混凝土造,101年4月18日,003,見其他登記事項
RPRNMLLLKHIFFES88CA,,92.44,住家用,加強磚造,,002,
RPQNMLRKKHIFFGS86CA,19,90.98,住家用,鋼筋混凝土造,83年6月3日,011,三層
RPQNMLRKKHIFFGS86CA,19,21.15,共有部份,鋼筋混凝土造,83年6月3日,011,
RPPNMLNLKHIFFGS09CA,22,196.65,工業用,鋼筋混凝土造,80年5月20日,004,一層 二層 三層 四層 屋頂突出物
RPPNMLSKKHIFFGS86CA,18,60.97,住家用,鋼筋混凝土造,83年9月10日,013,九層
RPPNMLSKKHIFFGS86CA,18,30.34,共有部份,鋼筋混凝土造,83年9月10日,013,
RPRNMLSKKHIFFDS76CA,1,184.62,見其他登記事項,鋼筋混凝土造,101年2月22日,003,一層 二層 三層 見其他登記事項
RPTOMLOLKHIFFDS76CA,4,599.06,見其他登記事項,鋼筋混凝土造,97年11月10日,004,一層 二層 三層 四層 地下一層 見其他登記事項
RPPOMLSJKHIFFDS56CA,9,160.64,見其他登記事項,鋼筋混凝土造,93年5月17日,004,一層 二層 三層 四層
