編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPVQMLPKRHNFFAX58CA,,37.93,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,八層
RPVQMLPKRHNFFAX58CA,,22.88,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPXPMLPKRHNFFAX68CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,七層
RPXPMLPKRHNFFAX68CA,,20.39,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPXQMLPKRHNFFAX78CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,八層
RPXQMLPKRHNFFAX78CA,,20.39,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPQNMLSKRHNFFAX08CA,20,106.59,住家用,鋼筋混凝土造,87年9月25日,七層,三層
RPQNMLSKRHNFFAX08CA,20,43.57,見其他登記事項,鋼筋混凝土造,87年9月25日,七層,
RPWQMLPKRHNFFAX68CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,八層
RPWQMLPKRHNFFAX68CA,,20.39,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPQNMLOKRHNFFAX67CA,22,151.33,住家用,鋼筋混凝土造,85年3月8日,十層,六層
RPRNMLOKRHNFFAX77CA,12,114.38,見其他登記事項,鋼筋混凝土造,95年7月10日,十四層,十四層
RPVOMLSLRHNFFAX78CA,5,47.90,見其他登記事項,鋼筋混凝土造,102年12月5日,一層,一層
RPQPMLNKRHNFFAX77CA,39,69.78,住商用,鋼筋混凝土加強磚造,68年3月5日,二層,一層 二層 電梯樓梯間
RPTNMLPLRHNFFAX18CA,,240.45,住家用,鋼筋混凝土造,107年6月7日,三層,一層 二層 三層
RPXOMLMKRHNFFAX28CA,50,30.78,住商用,鋼筋混凝土加強空心磚造,57年6月10日,二層,一層 二層
RPSNMLPLRHNFFAX08CA,23,104.62,住家用,鋼筋混凝土造,85年2月2日,八層,五層
RPRNMLLKRHNFFAX47CA,56,4.97,住家用,見其他登記事項,51年5月19日,一層,一層
RPWQMLMKRHNFFAX38CA,42,60.80,住家用,鋼筋混凝土加強磚造,65年7月27日,二層,一層 二層
RPPOMLSLRHNFFAX18CA,,101.59,見其他登記事項,鋼筋混凝土造,107年6月1日,五層,二層
