編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPSNMLSLQHMFFAT77CA,12,236.43,見其他登記事項,鋼筋混凝土造,94年5月16日,四層,一層 二層 三層 四層 騎樓
RPQNMLRKQHMFFAT37CA,2,239.61,住家用,鋼筋混凝土造,105年2月2日,三層,一層 二層 三層 屋頂突出物
RPUOMLPLQHMFFAT77CA,22,83.12,見其他登記事項,鋼筋混凝土造,83年12月31日,十三層,五層
RPUOMLPLQHMFFAT77CA,22,24.87,見其他登記事項,鋼筋混凝土造,83年12月31日,十三層,
RPPNMLRKQHMFFAT27CA,2,238.07,住家用,鋼筋混凝土造,105年2月2日,三層,一層 二層 三層 屋頂突出物
RPPNMLQKQHMFFAT17CA,,184.66,住家用,鋼筋混凝土造,106年5月8日,三層,一層 二層 三層
RPQNMLOKQHMFFAT07CA,13,12.54,見其他登記事項,鋼筋混凝土造,93年6月30日,六層,五層
RPQNMLOKQHMFFAT07CA,13,2.38,見其他登記事項,鋼筋混凝土造,93年6月30日,六層,
RPQNMLOKQHMFFAT07CA,13,6.69,見其他登記事項,鋼筋混凝土造,93年6月30日,六層,
RPXNMLOLQHMFFAT87CA,5,299.74,住商用,鋼筋混凝土造,101年1月17日,四層,一層 二層 三層 四層 屋頂突出物 騎樓
RPQOMLOLQHMFFAT27CA,14,197.20,見其他登記事項,鋼筋混凝土造,92年6月20日,三層,一層 二層 三層 騎樓
RPUNMLOKQHMFFAT47CA,23,94.15,住家用,鋼筋混凝土造,83年4月15日,四層,一層 二層 三層 四層
RPUNMLOKQHMFFAT47CA,23,94.15,住家用,鋼筋混凝土造,83年4月15日,四層,一層 二層 三層 四層
RPTNMLPKQHMFFCT67CA,23,126.64,住家用,鋼筋混凝土造,83年8月12日,八層,五層
RPTNMLPKQHMFFCT67CA,23,52.04,見其他登記事項,鋼筋混凝土造,83年8月12日,八層,
RPQNMLSLQHMFFCT77CA,18,21.89,住家用,鋼筋混凝土造,88年11月30日,五層,四層
RPQNMLSLQHMFFCT77CA,18,8.86,見其他登記事項,鋼筋混凝土造,88年11月30日,五層,
RPQNMLOKQHMFFDT37CA,36,91.52,店舖、住宅,加強磚造,70年3月23日,二層,一層 二層 騎樓
RPTNMLTLQHMFFDT28CA,1,284.14,住宅,鋼筋混凝土構造,105年12月15日,四層,一層 二層 三層 四層
RPQNMLOKQHMFFET47CA,23,31.20,住家用,鋼筋混凝土造,83年12月9日,三層,二層
RPQNMLOKQHMFFET47CA,23,22.48,見其他登記事項,鋼筋混凝土造,83年12月9日,三層,
RPRNMLLLQHMFFBT07CA,23,205.57,住家用,鋼筋混凝土造,83年3月28日,四層,一層 二層 三層 四層
RPQNMLOKQHMFFFT67DA,29,144.00,住家用,鋼筋混凝土造,77年4月26日,三層,一層 二層 三層
RPQNMLPKQHMFFET67DA,39,274.46,住商用,鋼筋混凝土造,67年12月15日,四層,一層 二層 三層 四層 騎樓
RPPNMLQKQHMFFET57CA,3,212.33,見其他登記事項,見其他登記事項,104年1月12日,三層,一層 二層 三層 屋頂突出物
